Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2
SRX4579964	9/25/18 18:09	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7723452	SRP158426	PRJNA486815	486815	SRS3694319	SAMN09865654	SRA761041	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6191948	9865654	GSE118801	GSM3347988	30666240				
SRX4579965	9/25/18 18:09	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7723453	SRP158426	PRJNA486815	486815	SRS3694295	SAMN09865653	SRA761041	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6191949	9865653	GSE118801	GSM3347989	30666240				
SRX4579966	9/25/18 18:09	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7723454	SRP158426	PRJNA486815	486815	SRS3694293	SAMN09865652	SRA761041	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6191950	9865652	GSE118801	GSM3347990	30666240				
SRX8044219	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467704	SRP161626	PRJNA490563	490563	SRS6415835	SAMN14521456	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486114	14521456	GSE119888	GSM4450632					
SRX8044220	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467705	SRP161626	PRJNA490563	490563	SRS6415837	SAMN14521455	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486115	14521455	GSE119888	GSM4450633					
SRX8044221	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467706	SRP161626	PRJNA490563	490563	SRS6415838	SAMN14521454	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486116	14521454	GSE119888	GSM4450634					
SRX8044222	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467707	SRP161626	PRJNA490563	490563	SRS6415841	SAMN14521453	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486117	14521453	GSE119888	GSM4450635					
SRX8044223	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467708	SRP161626	PRJNA490563	490563	SRS6415839	SAMN14521452	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486118	14521452	GSE119888	GSM4450636					
SRX8044224	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467709	SRP161626	PRJNA490563	490563	SRS6415842	SAMN14521451	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486119	14521451	GSE119888	GSM4450637					
SRX8044225	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467710	SRP161626	PRJNA490563	490563	SRS6415840	SAMN14521450	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486120	14521450	GSE119888	GSM4450638					
SRX8044226	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467711	SRP161626	PRJNA490563	490563	SRS6415843	SAMN14521449	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486121	14521449	GSE119888	GSM4450639					
SRX8044227	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467712	SRP161626	PRJNA490563	490563	SRS6415844	SAMN14521448	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486122	14521448	GSE119888	GSM4450640					
SRX8044228	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467713	SRP161626	PRJNA490563	490563	SRS6415845	SAMN14521447	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486123	14521447	GSE119888	GSM4450641					
SRX8044229	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467714	SRP161626	PRJNA490563	490563	SRS6415848	SAMN14521446	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486124	14521446	GSE119888	GSM4450642					
SRX8044230	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467715	SRP161626	PRJNA490563	490563	SRS6415846	SAMN14521445	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486125	14521445	GSE119888	GSM4450643					
SRX8044231	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467716	SRP161626	PRJNA490563	490563	SRS6415847	SAMN14521444	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486126	14521444	GSE119888	GSM4450644					
SRX8044232	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467717	SRP161626	PRJNA490563	490563	SRS6415850	SAMN14521443	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486127	14521443	GSE119888	GSM4450645					
SRX8044233	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467718	SRP161626	PRJNA490563	490563	SRS6415849	SAMN14521442	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486128	14521442	GSE119888	GSM4450646					
SRX8044234	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467719	SRP161626	PRJNA490563	490563	SRS6415851	SAMN14521441	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486129	14521441	GSE119888	GSM4450647					
SRX8044235	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467720	SRP161626	PRJNA490563	490563	SRS6415852	SAMN14521475	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486130	14521475	GSE119888	GSM4450648					
SRX8044236	7/6/20 16:20	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR11467721	SRP161626	PRJNA490563	490563	SRS6415877	SAMN14521474	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486131	14521474	GSE119888	GSM4450649					
SRX4774141	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938976	SRP162817	PRJNA493733	493733	SRS3854683	SAMN10141784	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458346	10141784	GSE120602	GSM3405609	30938705	PAO1			
SRX4774142	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938977	SRP162817	PRJNA493733	493733	SRS3854690	SAMN10141783	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458347	10141783	GSE120602	GSM3405610	30938705	PAO1			
SRX4774143	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938978	SRP162817	PRJNA493733	493733	SRS3854689	SAMN10141782	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458348	10141782	GSE120602	GSM3405611	30938705	PAO1			
SRX4774144	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938979	SRP162817	PRJNA493733	493733	SRS3854686	SAMN10141781	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458349	10141781	GSE120602	GSM3405612	30938705	PAO1			
SRX4774145	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938980	SRP162817	PRJNA493733	493733	SRS3854684	SAMN10141780	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458350	10141780	GSE120602	GSM3405613	30938705	PAO1			
SRX4774146	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938981	SRP162817	PRJNA493733	493733	SRS3854685	SAMN10141779	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458351	10141779	GSE120602	GSM3405614	30938705	PAO1			
SRX4774147	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938982	SRP162817	PRJNA493733	493733	SRS3854687	SAMN10141778	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458352	10141778	GSE120602	GSM3405615	30938705	PAO1			
SRX4774148	10/31/18 16:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7938983	SRP162817	PRJNA493733	493733	SRS3854688	SAMN10141777	SRA786422	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6458353	10141777	GSE120602	GSM3405616	30938705	PAO1			
SRX4804439	2/13/19 18:13	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7971403	SRP163899	PRJNA494880	494880	SRS3883129	SAMN10182750	SRA790150	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6489985	10182750	GSE120902	GSM3418164		PAO1	Wild-type		
SRX4804440	2/13/19 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR7971404	SRP163899	PRJNA494880	494880	SRS3883130	SAMN10182751	SRA790150	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6489986	10182751	GSE120902	GSM3418165		B136-33	Wild-type		
SRX4884852	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055264	SRP165737	PRJNA496467	496467	SRS3933571	SAMN10241236	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585291	10241236	GSE121243	GSM3428651	31270321		WT		
SRX4884853	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055265	SRP165737	PRJNA496467	496467	SRS3933572	SAMN10241234	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585292	10241234	GSE121243	GSM3428652	31270321		WT		
SRX4884854	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055266	SRP165737	PRJNA496467	496467	SRS3933573	SAMN10241233	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585293	10241233	GSE121243	GSM3428653	31270321		mvfR mutant		
SRX4884855	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055267	SRP165737	PRJNA496467	496467	SRS3933574	SAMN10241231	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585294	10241231	GSE121243	GSM3428654	31270321		mvfR mutant		
SRX4884856	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055268	SRP165737	PRJNA496467	496467	SRS3933575	SAMN10241230	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585295	10241230	GSE121243	GSM3428655	31270321		rhlR mutant		
SRX4884857	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055269	SRP165737	PRJNA496467	496467	SRS3933576	SAMN10241228	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585296	10241228	GSE121243	GSM3428656	31270321		rhlR mutant		
SRX4884858	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055270	SRP165737	PRJNA496467	496467	SRS3933577	SAMN10241226	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585297	10241226	GSE121243	GSM3428657	31270321		qscR mutant		
SRX4884859	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055271	SRP165737	PRJNA496467	496467	SRS3933578	SAMN10241225	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585298	10241225	GSE121243	GSM3428658	31270321		qscR mutant		
SRX4884860	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055272	SRP165737	PRJNA496467	496467	SRS3933579	SAMN10241223	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585299	10241223	GSE121243	GSM3428659	31270321		WT		
SRX4884861	7/17/19 16:41	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8055273	SRP165737	PRJNA496467	496467	SRS3933580	SAMN10241221	SRA794460	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6585300	10241221	GSE121243	GSM3428660	31270321		WT		
SRX4990983	3/13/19 19:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	NextSeq 500	SRR8195517	SRP168022	PRJNA504405	504405	SRS4026571	SAMN10391148	SRA806482	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6724437	10391148	GSE122253	GSM3462628	32081993	PAO1			
SRX5000017	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179947	SRP168376	PRJNA504872	504872	SRS4034795	SAMN10406674	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740219	10406674	GSE122391	GSM3465658					
SRX5000018	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179948	SRP168376	PRJNA504872	504872	SRS4034796	SAMN10406673	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740220	10406673	GSE122391	GSM3465659					
SRX5000019	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179949	SRP168376	PRJNA504872	504872	SRS4034797	SAMN10406672	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740221	10406672	GSE122391	GSM3465660					
SRX5000020	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179950	SRP168376	PRJNA504872	504872	SRS4034798	SAMN10406671	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740222	10406671	GSE122391	GSM3465661					
SRX5000021	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179951	SRP168376	PRJNA504872	504872	SRS4034799	SAMN10406670	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740223	10406670	GSE122391	GSM3465662					
SRX5000022	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179952	SRP168376	PRJNA504872	504872	SRS4034800	SAMN10406669	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740224	10406669	GSE122391	GSM3465663					
SRX5000023	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179953	SRP168376	PRJNA504872	504872	SRS4034801	SAMN10406666	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740225	10406666	GSE122391	GSM3465664					
SRX5000025	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179954	SRP168376	PRJNA504872	504872	SRS4034803	SAMN10406665	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740227	10406665	GSE122391	GSM3465665					
SRX5000026	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179955	SRP168376	PRJNA504872	504872	SRS4034804	SAMN10406664	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740228	10406664	GSE122391	GSM3465666					
SRX5000027	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179956	SRP168376	PRJNA504872	504872	SRS4034805	SAMN10406668	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740229	10406668	GSE122391	GSM3465667					
SRX5000028	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179957	SRP168376	PRJNA504872	504872	SRS4034806	SAMN10406667	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740230	10406667	GSE122391	GSM3465668					
SRX5000029	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179959	SRP168376	PRJNA504872	504872	SRS4034807	SAMN10406663	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740231	10406663	GSE122391	GSM3465669					
SRX5000030	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179960	SRP168376	PRJNA504872	504872	SRS4034808	SAMN10406662	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740232	10406662	GSE122391	GSM3465670					
SRX5000031	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179961	SRP168376	PRJNA504872	504872	SRS4034809	SAMN10406661	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740233	10406661	GSE122391	GSM3465671					
SRX5000032	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179962	SRP168376	PRJNA504872	504872	SRS4034810	SAMN10406660	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740234	10406660	GSE122391	GSM3465672					
SRX5000033	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179963	SRP168376	PRJNA504872	504872	SRS4034811	SAMN10406659	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740235	10406659	GSE122391	GSM3465673					
SRX5000034	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179964	SRP168376	PRJNA504872	504872	SRS4034812	SAMN10406685	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740236	10406685	GSE122391	GSM3465674					
SRX5000036	12/13/18 21:59	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8179965	SRP168376	PRJNA504872	504872	SRS4034814	SAMN10406684	SRA808168	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6740238	10406684	GSE122391	GSM3465675					
SRX5096111	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281309	SRP172498	PRJNA508412	508412	SRS4107148	SAMN10521899	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872573	10521899	GSE123356	GSM3501774	30793044				
SRX5096112	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281310	SRP172498	PRJNA508412	508412	SRS4107149	SAMN10521898	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872574	10521898	GSE123356	GSM3501775	30793044				
SRX5096113	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281311	SRP172498	PRJNA508412	508412	SRS4107150	SAMN10521958	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872575	10521958	GSE123356	GSM3501776	30793044				
SRX5096114	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281312	SRP172498	PRJNA508412	508412	SRS4107151	SAMN10521956	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872576	10521956	GSE123356	GSM3501777	30793044				
SRX5096115	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281313	SRP172498	PRJNA508412	508412	SRS4107152	SAMN10521954	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872577	10521954	GSE123356	GSM3501778	30793044				
SRX5096116	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281314	SRP172498	PRJNA508412	508412	SRS4107153	SAMN10521952	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872578	10521952	GSE123356	GSM3501779	30793044				
SRX5096117	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281315	SRP172498	PRJNA508412	508412	SRS4107154	SAMN10521950	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872579	10521950	GSE123356	GSM3501780	30793044				
SRX5096118	12/6/18 18:13	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	SINGLE	ILLUMINA	NextSeq 500	SRR8281316	SRP172498	PRJNA508412	508412	SRS4107155	SAMN10521948	SRA819179	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6872580	10521948	GSE123356	GSM3501781	30793044				
SRX5187184	1/17/20 15:54	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8377186	SRP174640	PRJNA512099	512099	SRS4193586	SAMN10660585	SRA827574	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7002284	10660585	GSE124468	GSM3534619	32153524	PAO1			
SRX5187185	1/17/20 15:54	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8377187	SRP174640	PRJNA512099	512099	SRS4193587	SAMN10660584	SRA827574	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7002285	10660584	GSE124468	GSM3534620	32153524	PAO1			
SRX5187186	1/17/20 15:54	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8377188	SRP174640	PRJNA512099	512099	SRS4193588	SAMN10660583	SRA827574	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7002286	10660583	GSE124468	GSM3534621	32153524	PAO1			
SRX5187187	1/17/20 15:54	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8377189	SRP174640	PRJNA512099	512099	SRS4193589	SAMN10660582	SRA827574	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7002287	10660582	GSE124468	GSM3534622	32153524	PAO1			
